site,date,time,species,common_name
NCL01,17/05/2023,10:00:00,Hirundo rustica,Barn Swallow
NCL04,25/05/2023,04:00:00,Corvus corone,Carrion Crow
NCL04,25/05/2023,04:00:00,Corvus corone,Carrion Crow
NCL04,25/05/2023,04:00:00,Corvus corone,Carrion Crow
NCL01,02/05/2023,05:00:00,Periparus ater,Coal Tit
NCL01,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,04/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,04/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,04/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,04/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,04/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,04/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,05/05/2023,06:00:00,Periparus ater,Coal Tit
NCL01,06/05/2023,04:00:00,Periparus ater,Coal Tit
NCL01,08/05/2023,21:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,15/05/2023,16:00:00,Periparus ater,Coal Tit
NCL01,21/05/2023,12:00:00,Periparus ater,Coal Tit
NCL01,23/05/2023,15:00:00,Periparus ater,Coal Tit
NCL01,25/05/2023,21:00:00,Periparus ater,Coal Tit
NCL01,31/05/2023,10:00:00,Periparus ater,Coal Tit
NCL01,07/06/2023,17:00:00,Periparus ater,Coal Tit
NCL01,12/06/2023,05:00:00,Periparus ater,Coal Tit
NCL01,12/06/2023,05:00:00,Periparus ater,Coal Tit
NCL01,12/06/2023,12:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL03,08/05/2023,09:00:00,Periparus ater,Coal Tit
NCL03,10/05/2023,05:00:00,Periparus ater,Coal Tit
NCL03,13/05/2023,15:00:00,Periparus ater,Coal Tit
NCL03,13/05/2023,15:00:00,Periparus ater,Coal Tit
NCL03,13/05/2023,15:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,08:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,13:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,11:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,11:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,15:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,02/05/2023,17:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,08:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,08:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,08:00:00,Periparus ater,Coal Tit
NCL04,03/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,05/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,05/05/2023,11:00:00,Periparus ater,Coal Tit
NCL04,05/05/2023,11:00:00,Periparus ater,Coal Tit
NCL04,05/05/2023,13:00:00,Periparus ater,Coal Tit
NCL04,06/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,07/05/2023,08:00:00,Periparus ater,Coal Tit
NCL04,07/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,07/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,07/05/2023,16:00:00,Periparus ater,Coal Tit
NCL04,10/05/2023,06:00:00,Periparus ater,Coal Tit
NCL04,10/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,10/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,10/05/2023,16:00:00,Periparus ater,Coal Tit
NCL04,11/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,11/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,13/05/2023,07:00:00,Periparus ater,Coal Tit
NCL04,13/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,14/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,14/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,15/05/2023,11:00:00,Periparus ater,Coal Tit
NCL04,19/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,19/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,19/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,19/05/2023,05:00:00,Periparus ater,Coal Tit
NCL04,21/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,23/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,23/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,23/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,23/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,23/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,23/05/2023,10:00:00,Periparus ater,Coal Tit
NCL04,25/05/2023,06:00:00,Periparus ater,Coal Tit
NCL04,25/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,27/05/2023,14:00:00,Periparus ater,Coal Tit
NCL04,29/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,29/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,29/05/2023,13:00:00,Periparus ater,Coal Tit
NCL04,30/05/2023,09:00:00,Periparus ater,Coal Tit
NCL04,30/05/2023,12:00:00,Periparus ater,Coal Tit
NCL04,01/06/2023,06:00:00,Periparus ater,Coal Tit
NCL04,02/06/2023,04:00:00,Periparus ater,Coal Tit
NCL04,02/06/2023,13:00:00,Periparus ater,Coal Tit
NCL04,03/06/2023,06:00:00,Periparus ater,Coal Tit
NCL04,03/06/2023,12:00:00,Periparus ater,Coal Tit
NCL04,10/06/2023,16:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL04,11/06/2023,11:00:00,Periparus ater,Coal Tit
NCL06,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL06,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,01/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,02/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,02/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,02/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,02/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,02/05/2023,11:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,08:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,11:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,04/05/2023,06:00:00,Periparus ater,Coal Tit
NCL06,06/05/2023,08:00:00,Periparus ater,Coal Tit
NCL06,06/05/2023,08:00:00,Periparus ater,Coal Tit
NCL06,06/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,06/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,07/05/2023,04:00:00,Periparus ater,Coal Tit
NCL06,07/05/2023,13:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,19/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,19/05/2023,16:00:00,Periparus ater,Coal Tit
NCL06,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL06,21/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,21/05/2023,09:00:00,Periparus ater,Coal Tit
NCL06,07/06/2023,05:00:00,Periparus ater,Coal Tit
NCL06,07/06/2023,16:00:00,Periparus ater,Coal Tit
NCL06,08/06/2023,19:00:00,Periparus ater,Coal Tit
NCL06,10/06/2023,09:00:00,Periparus ater,Coal Tit
NCL06,11/06/2023,14:00:00,Periparus ater,Coal Tit
NCL06,11/06/2023,14:00:00,Periparus ater,Coal Tit
NCL06,11/06/2023,17:00:00,Periparus ater,Coal Tit
NCL00,01/05/2023,06:00:00,Troglodytes troglodytes,Eurasian Wren
NCL00,01/05/2023,11:00:00,Troglodytes troglodytes,Eurasian Wren
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,15:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,04/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,04/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,07/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,07/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,15:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,10/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,11/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,08:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,12/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,13/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,13/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,13/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,13/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,13:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,14/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,12:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,16/05/2023,11:00:00,Periparus ater,Coal Tit
NCL07,17/05/2023,10:00:00,Periparus ater,Coal Tit
NCL07,17/05/2023,10:00:00,Periparus ater,Coal Tit
NCL07,17/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,17/05/2023,04:00:00,Periparus ater,Coal Tit
NCL07,18/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,18/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,18/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,15:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,19/05/2023,17:00:00,Periparus ater,Coal Tit
NCL07,20/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,20/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,21/05/2023,07:00:00,Periparus ater,Coal Tit
NCL07,22/05/2023,06:00:00,Periparus ater,Coal Tit
NCL07,24/05/2023,09:00:00,Periparus ater,Coal Tit
NCL07,26/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,26/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,26/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,26/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,26/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,26/05/2023,18:00:00,Periparus ater,Coal Tit
NCL07,28/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,28/05/2023,14:00:00,Periparus ater,Coal Tit
NCL07,04/06/2023,10:00:00,Periparus ater,Coal Tit
NCL07,04/06/2023,10:00:00,Periparus ater,Coal Tit
NCL07,04/06/2023,10:00:00,Periparus ater,Coal Tit
NCL07,04/06/2023,10:00:00,Periparus ater,Coal Tit
NCL07,04/06/2023,10:00:00,Periparus ater,Coal Tit
NCL07,06/06/2023,19:00:00,Periparus ater,Coal Tit
NCL07,07/06/2023,15:00:00,Periparus ater,Coal Tit
NCL07,11/06/2023,06:00:00,Periparus ater,Coal Tit
NCL07,12/06/2023,19:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,05:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,14:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,01/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,06:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,11:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,18:00:00,Periparus ater,Coal Tit
NCL08,02/05/2023,18:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,04:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,15:00:00,Periparus ater,Coal Tit
NCL08,03/05/2023,16:00:00,Periparus ater,Coal Tit
NCL08,04/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,04/05/2023,08:00:00,Periparus ater,Coal Tit
NCL08,04/05/2023,12:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,05/05/2023,07:00:00,Periparus ater,Coal Tit
NCL08,07/05/2023,17:00:00,Periparus ater,Coal Tit
NCL08,07/05/2023,17:00:00,Periparus ater,Coal Tit
NCL08,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL08,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL08,09/05/2023,06:00:00,Periparus ater,Coal Tit
NCL08,09/05/2023,06:00:00,Periparus ater,Coal Tit
